Title,Link,Author Keywords,Index Keywords
"Resettlement in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071508569&doi=10.1007%2f978-3-642-23571-9_10&partnerID=40&md5=af8e7da17bdeac47dcaaa87063b876ad","County Government; Displace Person; Land Acquisition; Reservoir Area; State Council",
"Addressing the Civic Challenges: Perspective on Institutional Change for Sustainable Urban Water Management in India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996178995&doi=10.1177%2f097542531200300109&partnerID=40&md5=564d36f3a01c8af50f8094fd8e214554","community-based management; decentralization; directive reforms; human resources management; private sector participation; Urban water management",
"Urban water safety management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864468710&doi=10.3303%2fCET1226034&partnerID=40&md5=a8db2ead3fd2f2a63c1ef1c2a907b653",,"Markov processes; Potable water; Risk analysis; Risk assessment; Risk perception; Water supply; Water supply systems; Constant flow; Operational conditions; Operational reliability; Specific pressure; Specific time; Urban water systems; Urban waters; Water supply system operations; Water"
"Are urban water bodies really cooling?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080074356&doi=10.1016%2fj.uclim.2020.100607&partnerID=40&md5=fbc2bca1bb7a0513316e7778b9aaf283",,
"Reducing carbon emissions by integrating urban water systems and renewable energy sources at a community scale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079830504&doi=10.1016%2fj.rser.2020.109767&partnerID=40&md5=d800b8a8bf0ad18aeebe2e300b885d01","Carbon emission; Heat recovery; Optimisation; Renewable energy; Residential heat demand; Service reservoir","Carbon; Carbon dioxide; Gas emissions; Housing; Photovoltaic cells; Potable water; Renewable energy resources; Solar power generation; Waste heat; Waste heat utilization; Water supply systems; Carbon emissions; Heat demands; Optimisations; Renewable energies; Service reservoirs; Heating"
"Performance assessment of rainwater harvesting systems: Influence of operating algorithm, length and temporal scale of rainfall time series","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077693317&doi=10.1016%2fj.jclepro.2020.120044&partnerID=40&md5=a33d0aec0a557ac80fc777c1ba2e3760","Operating algorithm; Rainwater harvesting; Stormwater control; Temporal scale; Time series length; Water saving","Efficiency; Genetic algorithms; Harvesting; Rain; Storm sewers; Storms; Time series; Water conservation; Performance assessment; Rain water harvesting; Rainwater harvesting system; Short-term simulation; Stormwater control; Temporal scale; Water - savings; Water saving efficiencies; Continuous time systems"
"Urban water management and climate change adaptation: A self-assessment study by seven midsize cities in the North Sea Region","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079069946&doi=10.1016%2fj.scs.2020.102066&partnerID=40&md5=c979179fbc49f03823c1b0717cabd393","Climate change adaptation; Knowledge co-production; Self-assessment; Urban design; Urban water management; Water sensitive cities","Ecosystems; Water management; Climate change adaptation; Knowledge co productions; Self assessment; Urban design; Urban water management; Water-sensitive cities; Climate change"
"Assessing storage requirements, water and energy savings, and costs associated with a residential rainwater harvesting system deployed across two counties in Southeast Florida","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072913674&doi=10.1016%2fj.jenvman.2019.109673&partnerID=40&md5=30cf8a5495914889dbd31d74ec95972e","Decentralized urban water management economic analysis; Mass balance techniques; Nonparametric bootstrapping model; Rainwater harvesting system; Water supply sustainability","brackish water; ground water; rain; water; water; aquifer; assessment method; brackish water; cost analysis; economic analysis; groundwater; model; rainwater; recharge; reservoir; sustainability; water management; water supply; aquifer; Article; bootstrapping; catchment; chlorination; desalination; energy conservation; energy cost; Florida; harvesting; household; population growth; precipitation; water conservation; water supply; environmental protection; reproducibility; water supply; Broward County; Florida [United States]; KwaZulu-Natal; Palm Beach; South Africa; United States; Conservation of Natural Resources; Florida; Rain; Reproducibility of Results; Water; Water Supply"
"Predicting water demand: A review of the methods employed and future possibilities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076624349&doi=10.2166%2fws.2019.122&partnerID=40&md5=e0bb67715358cba8676ac98c1206799a","Artificial Intelligence; Machine Learning; Soft Computing; Water demand prediction","Artificial intelligence; Economics; Learning systems; Machine learning; Soft computing; Time series analysis; Water supply; Water supply systems; Global modeling; Long-term forecast; Recent researches; Standard statistical techniques; State of the art; Water demand; Water demand forecasting; Water supply and demands; Forecasting; artificial intelligence; machine learning; sanitation; time series analysis; urban area; water demand; water supply; Article; artificial intelligence; fuzzy system; linear regression analysis; machine learning; prediction and forecasting; research; sanitation; statistical analysis; support vector machine; time series analysis; water supply"
"Greywater treatment by ornamental plants and media for an integrated green wall system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072982007&doi=10.1016%2fj.ibiod.2019.104792&partnerID=40&md5=8d3eca1b9871bd7836955746a79dc839","Decentralized greywater reuse; Hydrophobic organic contaminants; Media biofilm; Nature-based technology; Nutrient removal; Rhizodegradation","Hydrophobicity; Nitrogen removal; Wastewater reclamation; Water recycling; Greywater reuse; Hydrophilic and hydrophobic; Hydrophobic organic contaminant; Nitrogen and phosphorus; Nutrient removal; Rhizodegradation; Specific uv absorbance; Treatment performance; Effluents; biodegradation; biofilm; effluent; experimental study; hydrophobicity; nitrification; organic pollutant; ornamental species; performance assessment; pollutant removal; recycling; surface area; sustainability; wall; waste technology; water storage"
"Urban water capacity: Irrigation for heat mitigation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071397242&doi=10.1016%2fj.compenvurbsys.2019.101397&partnerID=40&md5=12b5ca1bd2c84f67a89cb735fab59250","Extreme heat wave; Heat mitigation; Irrigation; Regional hydroclimate; Urban water capacity; Water–heat trade-off","Biodiversity; Climatology; Economic and social effects; Irrigation; Specific heat; Thermal stress; Environmental challenges; Heat waves; Mitigation strategy; Quantitative metric; Regional hydroclimate; Trade off; Urban Heat Island Effects; Urban waters; Atmospheric temperature; cooling; global warming; heat island; heat wave; irrigation; regional climate; trade-off; water use; United States"
"Assessment of input of organic micropollutants and microplastics into the Baltic Sea by urban waters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070596315&doi=10.1016%2fj.marpolbul.2019.07.014&partnerID=40&md5=caf2316369aeefbea225653968ea039f","Combined sewer overflows; Flame-retardants; Microplastic particles; Personal care compounds; Pharmaceuticals; Stormwater runoff; Wastewater","Combined sewers; Drug products; Flame retardants; Microplastic; Rain; Runoff; Seawater; Storms; Wastewater; Combined sewer overflows; Microplastic particles; Organic micro-pollutants; Personal care compounds; Storm water runoff; Treated wastewater; Untreated wastewater; Wastewater treatment plants; Wastewater treatment; erythromycin; microplastic; plastic; storm water; terbutryn; triclosan; unclassified drug; rain; sea water; triclosan; environmental impact assessment; flame retardant; marine pollution; mass balance; organic pollutant; plastic; PPCP; runoff; sewer network; stormwater; wastewater treatment; Article; Baltic Sea; calculation; effluent; environmental exposure; environmental impact assessment; fluid intake; hydrophilicity; pollutant; runoff; urban area; waste component removal; waste water management; water pollution; environmental monitoring; waste water; water pollutant; Atlantic Ocean; Baltic Sea; Environmental Monitoring; Microplastics; Rain; Seawater; Triclosan; Waste Water; Water Pollutants, Chemical"
"Systemic vulnerability assessment of urban water distribution networks considering failure scenario uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067941944&doi=10.1016%2fj.ijcip.2019.05.002&partnerID=40&md5=a15d556e17eda0607a967a7a9ea68419","Assessment; Heterogeneity; Network entropy; Node importance; Vulnerability; Water distribution network","Entropy; Failure (mechanical); Network security; Assessment; Heterogeneity; Network entropy; Node importance; Vulnerability; Water distribution networks; Water distribution systems"
"How Urban Storm- And Wastewater Management Prepares for Emerging Opportunities and Threats: Digital Transformation, Ubiquitous Sensing, New Data Sources, and beyond - A Horizon Scan","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071068984&doi=10.1021%2facs.est.8b06481&partnerID=40&md5=3a228bcfdbbe65c1ee8866e86e3825d0",,"Ecology; Metadata; Water management; Computer scientists; Cross-disciplinary; Digital transformation; Information and communications technology; Interdisciplinary research; Urban water management; Urban water systems; Wastewater management; Aquatic organisms; DNA; water; information and communication technology; interdisciplinary approach; stormwater; wastewater; wastewater treatment; water industry; water management; Article; biological monitoring; computer security; ecology; health; human; mass spectrometry; ontology; pollutant; reinforcement; urban population; waste water management; industry; information retrieval; waste water; Industry; Information Storage and Retrieval; Waste Water"
"Smart urbanism? ICTs for water and electricity supply in Nairobi","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062343346&doi=10.1177%2f0042098018813041&partnerID=40&md5=ef1cf3769fab22f4c0798b4dde3e7b26","electricity; ICT; Nairobi; telecommunications; urban infrastructure; water","electricity supply; information and communication technology; market conditions; telecommunication; urban area; water supply; Kenya; Nairobi [Kenya]"
"Uncertainty analysis in a large-scale water quality integrated catchment modelling study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064463278&doi=10.1016%2fj.watres.2019.04.016&partnerID=40&md5=36b7958f9021fa12cf229fb928846834","Integrated catchment modelling; Uncertainty analysis; Uncertainty decomposition; Urban water systems; Water quality","Biochemical oxygen demand; Catchments; Dissolution; Dissolved oxygen; Quality assurance; Quality control; River pollution; Rivers; Runoff; Water quality; Catchment modelling; Combined sewer overflows; Integrated catchment model; Parametric distributions; Receiving water quality; Uncertainty propagation; Urban water systems; Water quality modelling; Uncertainty analysis; dissolved oxygen; rain; river water; calibration; catchment; decomposition analysis; hydrological modeling; integrated approach; simulation; spatiotemporal analysis; uncertainty analysis; urban area; water quality; Article; biochemical oxygen demand; catchment; concentration (parameter); decomposition; dispersion; environmental monitoring; hydrology; large scale production; Netherlands; priority journal; seasonal variation; sediment; sewer; uncertainty; urbanization; water pollution; water quality; water supply; river; theoretical model; uncertainty; Netherlands; Environmental Monitoring; Models, Theoretical; Netherlands; Rivers; Uncertainty; Water Quality"
"A flexible framework for assessing the sustainability of alternative water supply options","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063878519&doi=10.1016%2fj.scitotenv.2019.03.288&partnerID=40&md5=d003dd4879bb29f920ff88640c7ce662","Life cycle assessment; Multi-regional input-output; Potable reuse; Sustainability assessment; Triple bottom line; Water treatment","Cost effectiveness; Decision making; Desalination; Economic and social effects; Environmental impact; Potable water; Sustainable development; Water conservation; Water supply; Water treatment; Input-output; Life Cycle Assessment (LCA); Potable reuse; Sustainability assessment; Triple Bottom Line; Life cycle; conceptual framework; drinking water; input-output analysis; life cycle analysis; sustainability; urban area; water supply; water treatment; article; case report; clinical article; cost effectiveness analysis; decision making; desalination; environmental impact; human; life cycle assessment; water supply; water treatment; United States"
"Shifting landscapes: Decoupled urban irrigation and greenness patterns during severe drought","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072047232&doi=10.1088%2f1748-9326%2fab20d4&partnerID=40&md5=3d7ea358449dfe82ca1abf151d0163df","land cover classification; landscape greenness; outdoor water use; Urban irrigation; water conservation","Aerial photography; Antennas; Climate change; Drought; Electric utilities; Evapotranspiration; Irrigation; Vegetation; Water conservation; Water management; Water recycling; Water supply; High spatial resolution; Land cover classification; landscape greenness; Landscape irrigation; Urban irrigation; Urban water management; Vegetation recovery; Water use; Potable water"
"A hybrid model based on CNN and Bi-LSTM for urban water demand prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071283557&doi=10.1109%2fCEC.2019.8790060&partnerID=40&md5=276cb50e3e5a920522a0719fdd15bb04","bidirectional long-term memory neural network (Bi-LSTM); CNN; CNN-Bi-LSTM; CNN-LSTM; correction model; holidays; LSTM; SAEs; temperature; Water demand forecast","Bismuth compounds; Brain; Forecasting; Temperature; Water supply; CNN-Bi-LSTM; CNN-LSTM; Correction models; holidays; Long term memory; LSTM; SAEs; Water demand forecasts; Long short-term memory"
"Life cycle assessment of point source emissions and infrastructure impacts of four types of urban stormwater systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064014938&doi=10.1016%2fj.watres.2019.03.044&partnerID=40&md5=dcbbf4e03cf323ac5790f3102f44cc46","Ecosystem damage; Environmental impacts; Green infrastructure; Resource availability; Stormwater discharges; Urban water systems","Catchments; Damage detection; Discharge (fluid mechanics); Ecosystems; Engineering geology; Environmental impact; Environmental management; Life cycle; Risk assessment; Storm sewers; Surface discharges; Sustainable development; Water pollution; Environmental evaluation; Environmental sustainability; Green infrastructure; Life Cycle Assessment (LCA); Resource availability; Stormwater discharges; Urban stormwater systems; Urban water systems; Storms; element; fresh water; storm water; rain; comparative study; damage; environmental impact assessment; implementation process; infrastructure; life cycle analysis; performance assessment; point source pollution; resource availability; stormwater; sustainability; urban area; wastewater treatment; water management; Article; catchment; controlled study; ecosystem; environmental impact; environmental protection; environmental sustainability; life cycle assessment; natural resource; priority journal; process optimization; soil; standard; surface property; urban area; waste component removal; water flow; water pollutant; water supply; ecosystem; environment; flooding; Ecosystem; Environment; Floods; Fresh Water; Rain"
"Adaptation effort and performance of water management strategies to face climate change impacts in six representative basins of Southern Europe","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066312037&doi=10.3390%2fw11051078&partnerID=40&md5=4985d4df2b794124421b6794d6ffb2e6","Agriculture; Climate change; Southern Europe; WAAPA model; Water availability; Water management","Agriculture; Climate models; Irrigation; Reservoirs (water); Runoff; Water management; Water supply; Climate change scenarios; Distribution of water; Methodological approach; Reliability requirements; Reservoir storage capacity; Southern Europe; Water availability; Water management strategies; Climate change; adaptive management; climate change; river basin; strategic approach; water availability; water demand; water management; water supply; Europe"
"Simulating marginal and dependence behaviour of water demand processes at any fine time scale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066109886&doi=10.3390%2fw11050885&partnerID=40&md5=7c0d00f04fc4f819cd3331d7007b4d2f","Copula; Correlation structure; Intermittency; Linear stochastic models; Nataf's joint distribution model; Non-Gaussian distributions; Residentialwater demand; Stochastic simulation; Urban water management","Gaussian distribution; Gaussian noise (electronic); Stochastic systems; Water management; Copula; Correlation structure; Intermittency; Joint distributions; Non-gaussian distribution; Residentialwater demand; Stochastic simulations; Urban water management; Stochastic models; correlation; hydrological modeling; simulated annealing; simulation; spatial variation; temporal variation; water demand; water management"
"Techno-economic and sensitivity analysis of rainwater harvesting system as alternative water source","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066922114&doi=10.3390%2fsu11082365&partnerID=40&md5=fc7d29da62002078a500c62d9729b46e","Alternative water source; Brunei Darussalam; Economic feasibility; Life cycle cost; Sustainable water; Urban water; Water conservation","cost analysis; economic analysis; implementation process; life cycle analysis; rainwater; sensitivity analysis; sustainability; technical efficiency; water economics; water management; water resource; Borneo; Brunei Darussalam"
"Application of fractional order-based grey power model in water consumption prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064469385&doi=10.1007%2fs12665-019-8257-5&partnerID=40&md5=62ca59d715f77c2255b8de30d2b9c751","Artificial fish swarm algorithm; GM (1, 1) power model; Grey prediction; Parameter optimization; Water consumption","Parameter estimation; System theory; Artificial fish swarm algorithms; Grey prediction; Parameter optimization; Power model; Water consumption; Forecasting; accuracy assessment; algorithm; model; optimization; parameter estimation; prediction; water use; China; Hubei; Wuhan"
"High Prevalence of Antibiotic Resistance and Integrons in Escherichia coli Isolated from Urban River Water, India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064068626&doi=10.1089%2fmdr.2018.0194&partnerID=40&md5=427d9c4d4f361253163f9159668df583","India; integron; multidrug resistant E. Coli; pathogenic serotypes; phylogrouping; urban river water","antibiotic agent; azithromycin; cefazolin; cefotaxime; ceftriaxone; cefuroxime; chloramphenicol; ciprofloxacin; gentamicin; imipenem; linezolid; nitrofurantoin; norfloxacin; polymyxin B; rifampicin; river water; sulfafurazole; surface water; tetracycline; tobramycin; trimethoprim; vancomycin; antiinfective agent; amplicon; antibiotic resistance; Article; bacterium isolation; coliform bacterium; controlled study; Escherichia coli; gene cassette; India; integron; multidrug resistance; multiplex polymerase chain reaction; nonhuman; priority journal; urban area; drug effect; epidemiology; Escherichia coli; genetics; integron; isolation and purification; microbiology; prevalence; river; Anti-Bacterial Agents; Drug Resistance, Multiple, Bacterial; Escherichia coli; India; Integrons; Prevalence; Rivers"
"The rural–urban equity nexus of Metro Manila’s water system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064451033&doi=10.1080%2f02508060.2019.1560559&partnerID=40&md5=cd5afebdeb97618d17e662ea263619f3","Angat Dam; efficiency; equity; Metro Manila; rural; urban",
"Benchmarking service quality in the urban water industry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061903035&doi=10.1007%2fs11123-019-00545-w&partnerID=40&md5=d93236150c3f5fdae5fed2fc9207e6be","C14; D24; Data envelopment analysis; Directional distance functions; L95; Malmquist-Luenberger index; Service productivity; Undesirable outputs; Water utilities",
"Holistic analysis of urban water systems in the Greater Cincinnati region: (2) resource use profiles by emergy accounting approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061051941&doi=10.1016%2fj.wroa.2018.100012&partnerID=40&md5=14fc2190c385bb45cd4d414cb5db0d6a","Emergy; Integrated urban water management; Resource efficiency; Sustainability; System analysis","Chemical water treatment; Costs; Environmental impact; Investments; Life cycle; Potable water; Sustainable development; Systems analysis; Wastewater treatment; Water supply systems; Drinking water distribution; Emergy; Environmental constraints; Environmental pressures; Integrated urban water management; Life Cycle Assessment (LCA); Resource efficiencies; Water management approaches; Rivers; drinking water; water; benchmarking; drinking water; emergy; investment; life cycle; life cycle analysis; resource use; sustainability; wastewater; wastewater treatment; water management; water resource; controlled study; energy consumption; life cycle assessment; priority journal; system analysis; urban area; waste water management; water supply; Cincinnati; Ohio; United States"
"Measuring affordability of access to clean water: A coping cost approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056663328&doi=10.1016%2fj.resconrec.2018.11.003&partnerID=40&md5=86727c08f8cf63ad2f2932846735579f","Affordability; Coping Cost; Sustainable Development Goals; Urban Water","Cost estimating; Economic and social effects; Planning; Potable water; Sustainable development; Water supply; Affordability; Coping behaviors; Empirical literature; Household income; Metropolitan area; Multiple regressions; Policy intervention; Urban waters; Cost benefit analysis; drinking water; accessibility; coping strategy; drinking water; household income; low income population; metropolitan area; sustainable development; water supply; affordability; Article; collection cost; coping behavior; coping cost approach; cost; financial management; household income; human; India; methodology; pumping cost; purchase cost; safety; storage cost; sustainable development; treatment cost; water accessibility; water availability; water management; water quality; water supply; Chennai; India; Tamil Nadu"
"Removal of chloroxylenol disinfectant by an activated sludge microbial community","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068665101&doi=10.1264%2fjsme2.ME18124&partnerID=40&md5=9bdea677bee8ec7f97418563c2e639c5","Biodegradation; Biological wastewater treatment; Chloroxylenol; Sphingobium","chloroxylenol; disinfectant agent; RNA 16S; xylene; bacterium; bioreactor; bioremediation; classification; genetics; isolation and purification; kinetics; metabolism; microbial consortium; microbiology; procedures; sewage; water management; water pollutant; Bacteria; Biodegradation, Environmental; Bioreactors; Disinfectants; Kinetics; Microbial Consortia; RNA, Ribosomal, 16S; Sewage; Waste Disposal, Fluid; Water Pollutants, Chemical; Water Purification; Xylenes"
"Sustainable urban water management and integrated development in informal settlements: The contested politics of co-production in Santo Domingo, Dominican Republic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059704377&doi=10.1016%2fj.gloenvcha.2018.12.004&partnerID=40&md5=c8788048bf8d8500c11cf9d2c422de8a","Co-production; Communities of practice; Dominican Republic; Informal settlements; Sustainable urban water management","civil society; climate change; community development; ethnopolitics; extreme event; global change; governance approach; humid environment; informal settlement; integrated approach; local government; participatory approach; sustainability; sustainable development; urban area; wastewater treatment; water management; weather; Dominican Republic; Hispaniola; Santo Domingo [(DST) Dominican Republic]"
"Climates of urbanization: local experiences of water security, conflict and cooperation in peri-urban South-Asia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055150668&doi=10.1080%2f14693062.2018.1530967&partnerID=40&md5=aee0e492c84787794b2e220744dfc13b","(community) resilience; Bangladesh; climate change policies; India; Nepal; peri-urban water security","climate change; conflict management; cooperative behavior; environmental policy; periurban area; policy approach; urbanization; vulnerability; water availability; water management; water planning; Bagmati; Bangladesh; Gurgaon; Haryana; Hyderabad [Telangana]; India; Kathmandu; Khulna [Bangladesh]; Khulna [Khulna (ADS)]; Nepal; South Asia; Telangana"
"Aligning ancient and modern approaches to sustainable urban water management in China: Ningbo as a “Blue-Green City” in the “Sponge City” campaign","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056462812&doi=10.1111%2fjfr3.12451&partnerID=40&md5=cff1172ce0a12a36a4320b264bf992cd","Blue-Green Cities; integrated flood risk management; integrated water management; Sponge Cities; sustainable drainage systems; water-sensitive urban design","flood; flood control; governance approach; holistic approach; project assessment; sustainable development; urban area; urban design; urban development; urban drainage; urban economy; water management; China; Ningbo; Zhejiang"
"Stochastic water balance dynamics of passive and controlled stormwater basins","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055734355&doi=10.1016%2fj.advwatres.2018.10.016&partnerID=40&md5=2904dcde2003c2fbf520888dbe00ba53","Real-time control; Stochastic hydrology; Stormwater management; Urban runoff","Catchments; Climate change; Climate models; Digital storage; Land use; Probability density function; Rain; Real time control; Runoff; Sewage; Stochastic models; Stochastic systems; Storm sewers; Storms; Water levels; Water supply; Analytical expressions; Probabilistic descriptions; Rainfall-runoff process; Steady state probabilities; Stochastic hydrologies; Storm-water managements; Urban runoff; Water balance models; Water pollution; hydrological modeling; probability; real time; runoff; stochasticity; stormwater; water budget"
"Urban Metabolism of Bangalore City: A Water Mass Balance Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055087954&doi=10.1111%2fjiec.12705&partnerID=40&md5=ddd1d4a62a55234587f8aba39b2a0dc2","alternative water resources; system boundary; urban water accounting; urban water planning; water performance indicator; water reuse","Bioassay; Developing countries; Metabolism; Oceanography; Storms; Wastewater reclamation; Water conservation; Water management; Water supply; Waterworks; Alternative water resource; Performance indicators; System boundary; Urban water planning; Urban waters; Water reuse; Water recycling; mass balance; rainwater; scenario analysis; urban area; wastewater; water demand; water mass; water planning; water supply; water use efficiency; Bengaluru; Cauvery River; India; Karnataka"
"Seasonal and spatial variability of the partial pressure of carbon dioxide in the human-impacted Seine River in France","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053481176&doi=10.1038%2fs41598-018-32332-2&partnerID=40&md5=2d37ae7e5c2dfa0a659ecbd47d6cd787",,
"The influence of information and communication technologies on public participation in urban water governance: A review of place-based research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053760481&doi=10.1016%2fj.envsci.2018.08.015&partnerID=40&md5=ea45dedd14ba70afecd0d6654c5420fd","Deliberation; Democracy; ICT; Participation; Urban; Water","drinking water; authority; citizen group; decision making; democracy; environmental planning; environmental sanitation; government; human; information; information dissemination; methodology; optimism; priority journal; Review; social media; stakeholder engagement; telecommunication; urban area; water supply"
"Robust algorithm for detecting floodwater in urban areas using synthetic aperture radar images","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056553919&doi=10.1117%2f1.JRS.12.045011&partnerID=40&md5=fde8f78ab726356a967c5a2d13a59249","hydrology; image processing; synthetic aperture radar","Flood control; Floods; Hydrology; Image processing; Optical radar; Synthetic aperture radar; Emergency floods; False alarm rate; Flood detections; Flood forecasting models; High resolution synthetic aperture radar; Reasonable accuracy; Robust algorithm; Taller vegetation; Radar imaging"
"Are urban informal communities capable of co-production? The influence of community–public partnerships on water access in Lilongwe, Malawi","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053343934&doi=10.1177%2f0956247818792059&partnerID=40&md5=caf6e312e024e96ba77017882fbc8cef","co-production; community–public partnerships; Lilongwe; Malawi; urban informal settlements; water access; water user associations","informal settlement; local participation; public sector; urban area; water management; water resource; water use; Lilongwe; Malawi"
"Morphogenesis of urban water distribution networks: A spatiotemporal planning approach for cost-efficient and reliable supply","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053661900&doi=10.3390%2fe20090708&partnerID=40&md5=13b92fff673a9cb93ff006f4f3c57d7e","EPANET 2; Flow entropy; Network disconnection; Network growth; Performance and adaptation; Uncertainties; Urban transition",
"Large cities get more for less: Water footprint efficiency across the US","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051760408&doi=10.1371%2fjournal.pone.0202301&partnerID=40&md5=771b1a9f0900cc3c2388b1c2f3f1a1be",,"fresh water; water; Article; city; gross national product; population productivity; social interaction; United States; urban area; water and water related phenomena; water footprint; water supply; city; human; productivity; spatial analysis; theoretical model; United States; water supply; Cities; Efficiency; Humans; Models, Theoretical; Spatial Analysis; United States; Water; Water Resources"
"Heavy metals contamination and accumulation in submerged macrophytes in an urban river in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047251521&doi=10.1080%2f15226514.2018.1438354&partnerID=40&md5=55d43f007ce9d602dfee1d63f74cbad9","heavy metals pollution; hyperaccumulator; submerged macrophytes; urban river","heavy metal; analysis; bioremediation; China; river; sediment; water pollutant; Biodegradation, Environmental; China; Geologic Sediments; Metals, Heavy; Rivers; Water Pollutants, Chemical"
"Novel urban water systems in Germany: governance structures to encourage transformation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014664280&doi=10.1080%2f1573062X.2017.1293694&partnerID=40&md5=15b18505450b9b96a4f38dadaa72060d","Germany; innovation; Institutional arrangements; new alternative sanitation systems; transformation; water infrastructure","governance approach; infrastructure planning; innovation; institutional framework; sanitation; urban planning; wastewater treatment; water supply; Germany"
"Saving Energy From Urban Water Demand Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050720259&doi=10.1029%2f2017WR021448&partnerID=40&md5=1c0f95e5b81dabfb6f9f29acd08c651d","carbon footprint; demand response; GHG emissions; urban water management; water-energy nexus","Carbon dioxide; Carbon footprint; Electric utilities; Energy utilization; Environmental management; Gas emissions; Global warming; Greenhouse gases; Wastewater treatment; Water supply; Carbon dioxide emissions; Demand response; Environmental benefits; GHG emission; Independent system operators; Urban water management; Water Demand Management; Water energy; Water treatment; carbon dioxide; carbon footprint; cost analysis; economic impact; energy use; greenhouse gas; hydrological cycle; urban area; wastewater treatment; water demand; water management; California; Canada; East Bay; Nunavut; Nunavut; Southampton Island; United States"
"A hydro-economic model of South Florida water resources system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041541301&doi=10.1016%2fj.scitotenv.2018.02.111&partnerID=40&md5=0e1caacd95bdf8d1a111abb1b645d3dd","Climate change; Everglades; Hydro-economic modeling; South Florida; Water management; Water supply","Agriculture; Climate change; Commerce; Ecology; Economic analysis; Economics; Ecosystems; Estuaries; Floods; Losses; Optimization; Sea level; Water management; Water supply; Economic modeling; Economic value of water; Everglades; Everglades agricultural areas; Hydro-economic optimizations; South Florida; Water resources management; Water resources systems; Water resources; water; climate change; optimization; trade-off; water management; water resource; water supply; agricultural land; Article; climate; economics; estuary; flooding; Florida; priority journal; reliability; urban area; water flow; water supply; Everglades; Florida [United States]; United States"
"Flows of change: Dynamic water rights and water access in peri-urban Kathmandu","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049643354&doi=10.5751%2fES-10085-230242&partnerID=40&md5=d44f89d31c5cf7d60851b617bf809c55","Access; Land and water use; Peri-urban; Property; Urbanization; Water rights; Water security; Water-related conflicts","accessibility; conflict management; land use; popular protest; power relations; property rights; security; urbanization; water management; water use; Bagmati; Kathmandu; Nepal"
"The power of pipes: Mapping urban water inequities through the material properties of networked water infrastructures - The case of Lilongwe, Malawi","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048075436&partnerID=40&md5=0e5ff41fffd6d16917cefab93eb73ee9","Lilongwe; Malawi; Material power; Pipes; Urban development; Water supply","conceptual framework; mapping method; neighborhood; pipe; rationalization; urban area; urban development; water flow; water supply; Lilongwe; Malawi"
